NUMERO;COD_USUARIO;FECHA_CREACION;FECHA_ESPERADA_ENTREGA;FECHA_ENTREGA;PRECIO_CABANDES;HA_SIDO_CANCELADO;HA_SIDO_ENTREGADO;
7949032;'yoxu16@gmail.com';TO_DATE('2013-10-16','YYYY-MM-DD');TO_DATE('2013-10-31','YYYY-MM-DD');TO_DATE('2013-11-05','YYYY-MM-DD');232113;'No';'Si';
4252112;'gadu16@uniandes.edu.co';TO_DATE('2014-01-18','YYYY-MM-DD');TO_DATE('2014-01-31','YYYY-MM-DD');NULL;262883;'No';'No';
6173510;'si32@yahoo.com';TO_DATE('2014-01-15','YYYY-MM-DD');TO_DATE('2014-01-25','YYYY-MM-DD');TO_DATE('2014-01-27','YYYY-MM-DD');283257;'No';'Si';
9532342;'bure39@gmail.com';TO_DATE('2013-06-03','YYYY-MM-DD');TO_DATE('2013-06-12','YYYY-MM-DD');NULL;264236;'No';'No';
6220574;'xo75@yahoo.com';TO_DATE('2013-07-28','YYYY-MM-DD');TO_DATE('2013-08-11','YYYY-MM-DD');NULL;104250;'No';'No';
9957839;'dimi33@gmail.com';TO_DATE('2014-03-24','YYYY-MM-DD');TO_DATE('2014-04-04','YYYY-MM-DD');TO_DATE('2014-04-05','YYYY-MM-DD');140798;'No';'Si';
9433546;'maqu53@yahoo.com';TO_DATE('2013-09-06','YYYY-MM-DD');TO_DATE('2013-09-17','YYYY-MM-DD');NULL;39939;'No';'No';
4274647;'cu12@uniandes.edu.co';TO_DATE('2013-05-20','YYYY-MM-DD');TO_DATE('2013-05-31','YYYY-MM-DD');NULL;256524;'Si';'No';
5148700;'rulu45@uniandes.edu.co';TO_DATE('2014-02-18','YYYY-MM-DD');TO_DATE('2014-02-27','YYYY-MM-DD');TO_DATE('2014-03-04','YYYY-MM-DD');249075;'No';'Si';
8142583;'weqe61@gmail.com';TO_DATE('2013-07-21','YYYY-MM-DD');TO_DATE('2013-08-01','YYYY-MM-DD');NULL;106010;'No';'No';
8416415;'jeso6@gmail.com';TO_DATE('2013-09-08','YYYY-MM-DD');TO_DATE('2013-09-15','YYYY-MM-DD');TO_DATE('2013-09-13','YYYY-MM-DD');204202;'No';'Si';
829761;'ka18@hotmail.com';TO_DATE('2013-10-31','YYYY-MM-DD');TO_DATE('2013-11-15','YYYY-MM-DD');NULL;254217;'Si';'No';
8793116;'he34@uniandes.edu.co';TO_DATE('2013-04-28','YYYY-MM-DD');TO_DATE('2013-05-08','YYYY-MM-DD');NULL;49342;'No';'No';
1175183;'nu9@uniandes.edu.co';TO_DATE('2013-11-09','YYYY-MM-DD');TO_DATE('2013-11-22','YYYY-MM-DD');NULL;189162;'Si';'No';
3184415;'popi19@hotmail.com';TO_DATE('2013-11-11','YYYY-MM-DD');TO_DATE('2013-11-18','YYYY-MM-DD');TO_DATE('2013-11-13','YYYY-MM-DD');275092;'No';'Si';
3194164;'jo14@uniandes.edu.co';TO_DATE('2013-09-27','YYYY-MM-DD');TO_DATE('2013-10-06','YYYY-MM-DD');NULL;262875;'Si';'No';
1328534;'ja49@hotmail.com';TO_DATE('2014-04-17','YYYY-MM-DD');TO_DATE('2014-04-30','YYYY-MM-DD');NULL;67271;'No';'No';
8431318;'yebe53@yahoo.com';TO_DATE('2013-05-27','YYYY-MM-DD');TO_DATE('2013-06-09','YYYY-MM-DD');NULL;230817;'No';'No';
7091659;'wo95@hotmail.com';TO_DATE('2014-02-15','YYYY-MM-DD');TO_DATE('2014-02-23','YYYY-MM-DD');TO_DATE('2014-02-20','YYYY-MM-DD');196225;'No';'Si';
3174707;'ru58@uniandes.edu.co';TO_DATE('2013-11-13','YYYY-MM-DD');TO_DATE('2013-11-26','YYYY-MM-DD');TO_DATE('2013-11-24','YYYY-MM-DD');156357;'No';'Si';
5668910;'yeho51@yahoo.com';TO_DATE('2014-02-15','YYYY-MM-DD');TO_DATE('2014-02-22','YYYY-MM-DD');TO_DATE('2014-02-18','YYYY-MM-DD');273352;'No';'Si';
2739332;'zoca60@gmail.com';TO_DATE('2013-07-04','YYYY-MM-DD');TO_DATE('2013-07-15','YYYY-MM-DD');TO_DATE('2013-07-18','YYYY-MM-DD');111689;'No';'Si';
4702298;'bi54@gmail.com';TO_DATE('2014-03-04','YYYY-MM-DD');TO_DATE('2014-03-16','YYYY-MM-DD');TO_DATE('2014-03-13','YYYY-MM-DD');58191;'No';'Si';
1770984;'zowo65@yahoo.com';TO_DATE('2013-11-13','YYYY-MM-DD');TO_DATE('2013-11-22','YYYY-MM-DD');TO_DATE('2013-11-21','YYYY-MM-DD');189776;'No';'Si';
2979124;'bafu87@yahoo.com';TO_DATE('2013-06-09','YYYY-MM-DD');TO_DATE('2013-06-16','YYYY-MM-DD');NULL;269464;'No';'No';
9019520;'ha18@yahoo.com';TO_DATE('2013-11-04','YYYY-MM-DD');TO_DATE('2013-11-15','YYYY-MM-DD');TO_DATE('2013-11-15','YYYY-MM-DD');239444;'No';'Si';
5926543;'ta62@gmail.com';TO_DATE('2014-04-10','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');NULL;195085;'Si';'No';
5428461;'sure31@uniandes.edu.co';TO_DATE('2014-02-19','YYYY-MM-DD');TO_DATE('2014-03-03','YYYY-MM-DD');NULL;175523;'No';'No';
3783718;'mu65@yahoo.com';TO_DATE('2013-11-13','YYYY-MM-DD');TO_DATE('2013-11-24','YYYY-MM-DD');NULL;295330;'Si';'No';
5006524;'teyi33@gmail.com';TO_DATE('2013-08-20','YYYY-MM-DD');TO_DATE('2013-08-31','YYYY-MM-DD');TO_DATE('2013-09-04','YYYY-MM-DD');64329;'No';'Si';
5205717;'viri58@uniandes.edu.co';TO_DATE('2013-11-28','YYYY-MM-DD');TO_DATE('2013-12-13','YYYY-MM-DD');TO_DATE('2013-12-13','YYYY-MM-DD');215333;'No';'Si';
8465049;'qo3@hotmail.com';TO_DATE('2013-07-01','YYYY-MM-DD');TO_DATE('2013-07-11','YYYY-MM-DD');TO_DATE('2013-07-14','YYYY-MM-DD');294750;'No';'Si';
2955462;'fe68@hotmail.com';TO_DATE('2013-04-24','YYYY-MM-DD');TO_DATE('2013-05-02','YYYY-MM-DD');TO_DATE('2013-05-02','YYYY-MM-DD');13645;'No';'Si';
9051717;'bo65@hotmail.com';TO_DATE('2013-04-25','YYYY-MM-DD');TO_DATE('2013-05-04','YYYY-MM-DD');TO_DATE('2013-04-30','YYYY-MM-DD');235425;'No';'Si';
7637327;'hiqu21@gmail.com';TO_DATE('2013-12-13','YYYY-MM-DD');TO_DATE('2013-12-21','YYYY-MM-DD');TO_DATE('2013-12-22','YYYY-MM-DD');234727;'No';'Si';
4738583;'ho56@yahoo.com';TO_DATE('2014-01-01','YYYY-MM-DD');TO_DATE('2014-01-14','YYYY-MM-DD');NULL;26388;'No';'No';
9675368;'xo44@hotmail.com';TO_DATE('2013-07-13','YYYY-MM-DD');TO_DATE('2013-07-27','YYYY-MM-DD');TO_DATE('2013-07-31','YYYY-MM-DD');10518;'No';'Si';
8863462;'wi64@hotmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_DATE('2014-02-07','YYYY-MM-DD');TO_DATE('2014-02-02','YYYY-MM-DD');194564;'No';'Si';
6576838;'wu66@hotmail.com';TO_DATE('2013-05-02','YYYY-MM-DD');TO_DATE('2013-05-15','YYYY-MM-DD');TO_DATE('2013-05-12','YYYY-MM-DD');19837;'No';'Si';
5298105;'xowa98@uniandes.edu.co';TO_DATE('2014-02-22','YYYY-MM-DD');TO_DATE('2014-03-08','YYYY-MM-DD');TO_DATE('2014-03-03','YYYY-MM-DD');284372;'No';'Si';
8460861;'ju95@gmail.com';TO_DATE('2013-04-20','YYYY-MM-DD');TO_DATE('2013-05-04','YYYY-MM-DD');NULL;186516;'Si';'No';
2525631;'wovi35@gmail.com';TO_DATE('2014-02-07','YYYY-MM-DD');TO_DATE('2014-02-20','YYYY-MM-DD');NULL;139158;'Si';'No';
6851288;'hoqi45@yahoo.com';TO_DATE('2013-05-22','YYYY-MM-DD');TO_DATE('2013-06-01','YYYY-MM-DD');NULL;131189;'Si';'No';
4106092;'po74@uniandes.edu.co';TO_DATE('2013-12-16','YYYY-MM-DD');TO_DATE('2013-12-28','YYYY-MM-DD');TO_DATE('2013-12-24','YYYY-MM-DD');78111;'No';'Si';
5045573;'ge35@yahoo.com';TO_DATE('2013-09-14','YYYY-MM-DD');TO_DATE('2013-09-23','YYYY-MM-DD');NULL;190794;'No';'No';
9511562;'ji6@gmail.com';TO_DATE('2013-11-18','YYYY-MM-DD');TO_DATE('2013-12-01','YYYY-MM-DD');NULL;218040;'No';'No';
7058370;'hoxi48@uniandes.edu.co';TO_DATE('2013-10-24','YYYY-MM-DD');TO_DATE('2013-11-06','YYYY-MM-DD');NULL;218867;'No';'No';
8858134;'hu77@uniandes.edu.co';TO_DATE('2013-10-26','YYYY-MM-DD');TO_DATE('2013-11-03','YYYY-MM-DD');NULL;38467;'No';'No';
9760666;'pa27@uniandes.edu.co';TO_DATE('2013-11-03','YYYY-MM-DD');TO_DATE('2013-11-17','YYYY-MM-DD');NULL;38110;'Si';'No';
1961161;'da11@hotmail.com';TO_DATE('2013-08-13','YYYY-MM-DD');TO_DATE('2013-08-27','YYYY-MM-DD');NULL;288242;'No';'No';
5180377;'fi81@uniandes.edu.co';TO_DATE('2013-06-27','YYYY-MM-DD');TO_DATE('2013-07-08','YYYY-MM-DD');NULL;268579;'No';'No';
3778882;'ga16@hotmail.com';TO_DATE('2013-10-11','YYYY-MM-DD');TO_DATE('2013-10-23','YYYY-MM-DD');NULL;221663;'No';'No';
4943309;'kegu76@hotmail.com';TO_DATE('2014-02-11','YYYY-MM-DD');TO_DATE('2014-02-22','YYYY-MM-DD');NULL;207926;'Si';'No';
9854136;'yobi41@gmail.com';TO_DATE('2013-06-05','YYYY-MM-DD');TO_DATE('2013-06-13','YYYY-MM-DD');NULL;51105;'Si';'No';
9553536;'fi55@gmail.com';TO_DATE('2013-11-25','YYYY-MM-DD');TO_DATE('2013-12-10','YYYY-MM-DD');TO_DATE('2013-12-13','YYYY-MM-DD');197747;'No';'Si';
9367243;'lo95@uniandes.edu.co';TO_DATE('2013-07-19','YYYY-MM-DD');TO_DATE('2013-07-27','YYYY-MM-DD');NULL;204081;'No';'No';
1618725;'sopa4@hotmail.com';TO_DATE('2013-09-05','YYYY-MM-DD');TO_DATE('2013-09-12','YYYY-MM-DD');NULL;213575;'Si';'No';
991477;'vofu37@uniandes.edu.co';TO_DATE('2014-04-06','YYYY-MM-DD');TO_DATE('2014-04-17','YYYY-MM-DD');NULL;277515;'No';'No';
4883094;'yoxu16@gmail.com';TO_DATE('2013-12-05','YYYY-MM-DD');TO_DATE('2013-12-16','YYYY-MM-DD');NULL;254014;'Si';'No';
1744529;'japo60@uniandes.edu.co';TO_DATE('2013-11-19','YYYY-MM-DD');TO_DATE('2013-11-27','YYYY-MM-DD');NULL;170022;'No';'No';
131741;'ha55@yahoo.com';TO_DATE('2013-05-25','YYYY-MM-DD');TO_DATE('2013-06-07','YYYY-MM-DD');NULL;31828;'Si';'No';
9111147;'pa17@gmail.com';TO_DATE('2013-06-25','YYYY-MM-DD');TO_DATE('2013-07-10','YYYY-MM-DD');TO_DATE('2013-07-05','YYYY-MM-DD');191079;'No';'Si';
8077433;'leki33@hotmail.com';TO_DATE('2014-01-01','YYYY-MM-DD');TO_DATE('2014-01-08','YYYY-MM-DD');TO_DATE('2014-01-04','YYYY-MM-DD');212774;'No';'Si';
7095402;'hu86@gmail.com';TO_DATE('2013-10-31','YYYY-MM-DD');TO_DATE('2013-11-08','YYYY-MM-DD');TO_DATE('2013-11-11','YYYY-MM-DD');99107;'No';'Si';
9659238;'me66@gmail.com';TO_DATE('2013-12-01','YYYY-MM-DD');TO_DATE('2013-12-08','YYYY-MM-DD');TO_DATE('2013-12-07','YYYY-MM-DD');96080;'No';'Si';
3040411;'nabi88@gmail.com';TO_DATE('2013-09-21','YYYY-MM-DD');TO_DATE('2013-10-06','YYYY-MM-DD');NULL;55147;'Si';'No';
1161215;'ce39@hotmail.com';TO_DATE('2013-10-31','YYYY-MM-DD');TO_DATE('2013-11-08','YYYY-MM-DD');TO_DATE('2013-11-09','YYYY-MM-DD');277197;'No';'Si';
6329953;'cu49@hotmail.com';TO_DATE('2013-06-26','YYYY-MM-DD');TO_DATE('2013-07-04','YYYY-MM-DD');TO_DATE('2013-07-06','YYYY-MM-DD');167575;'No';'Si';
2585882;'rawa71@yahoo.com';TO_DATE('2013-10-10','YYYY-MM-DD');TO_DATE('2013-10-23','YYYY-MM-DD');NULL;10704;'No';'No';
5905194;'ki35@uniandes.edu.co';TO_DATE('2014-03-31','YYYY-MM-DD');TO_DATE('2014-04-10','YYYY-MM-DD');TO_DATE('2014-04-09','YYYY-MM-DD');140468;'No';'Si';
5843696;'vapo43@gmail.com';TO_DATE('2014-03-06','YYYY-MM-DD');TO_DATE('2014-03-21','YYYY-MM-DD');NULL;70239;'No';'No';
2767021;'pecu53@gmail.com';TO_DATE('2013-07-06','YYYY-MM-DD');TO_DATE('2013-07-17','YYYY-MM-DD');TO_DATE('2013-07-15','YYYY-MM-DD');269081;'No';'Si';
2431127;'mu8@uniandes.edu.co';TO_DATE('2013-05-24','YYYY-MM-DD');TO_DATE('2013-06-02','YYYY-MM-DD');TO_DATE('2013-06-06','YYYY-MM-DD');139008;'No';'Si';
1659308;'yati1@uniandes.edu.co';TO_DATE('2013-09-13','YYYY-MM-DD');TO_DATE('2013-09-24','YYYY-MM-DD');TO_DATE('2013-09-23','YYYY-MM-DD');26522;'No';'Si';
7975814;'xu4@uniandes.edu.co';TO_DATE('2013-11-15','YYYY-MM-DD');TO_DATE('2013-11-22','YYYY-MM-DD');TO_DATE('2013-11-20','YYYY-MM-DD');59945;'No';'Si';
2379581;'finu18@uniandes.edu.co';TO_DATE('2013-09-14','YYYY-MM-DD');TO_DATE('2013-09-21','YYYY-MM-DD');NULL;240064;'Si';'No';
7330253;'ruwe50@gmail.com';TO_DATE('2013-12-18','YYYY-MM-DD');TO_DATE('2013-12-31','YYYY-MM-DD');TO_DATE('2013-12-27','YYYY-MM-DD');294124;'No';'Si';
1665801;'dape66@uniandes.edu.co';TO_DATE('2013-11-26','YYYY-MM-DD');TO_DATE('2013-12-04','YYYY-MM-DD');NULL;293282;'Si';'No';
5456062;'lapu87@gmail.com';TO_DATE('2013-08-17','YYYY-MM-DD');TO_DATE('2013-09-01','YYYY-MM-DD');TO_DATE('2013-09-03','YYYY-MM-DD');115358;'No';'Si';
1880354;'zuti36@gmail.com';TO_DATE('2014-01-15','YYYY-MM-DD');TO_DATE('2014-01-30','YYYY-MM-DD');NULL;176626;'Si';'No';
3533146;'wa94@gmail.com';TO_DATE('2013-12-24','YYYY-MM-DD');TO_DATE('2014-01-04','YYYY-MM-DD');TO_DATE('2014-01-08','YYYY-MM-DD');161147;'No';'Si';
4938114;'za6@yahoo.com';TO_DATE('2014-03-08','YYYY-MM-DD');TO_DATE('2014-03-22','YYYY-MM-DD');NULL;278811;'No';'No';
5896024;'heya11@gmail.com';TO_DATE('2013-11-17','YYYY-MM-DD');TO_DATE('2013-12-01','YYYY-MM-DD');NULL;286069;'No';'No';
7164405;'nu14@hotmail.com';TO_DATE('2014-01-08','YYYY-MM-DD');TO_DATE('2014-01-17','YYYY-MM-DD');NULL;298664;'Si';'No';
6063717;'fi65@yahoo.com';TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-03-11','YYYY-MM-DD');NULL;156772;'Si';'No';
7563838;'yofe39@hotmail.com';TO_DATE('2013-08-25','YYYY-MM-DD');TO_DATE('2013-09-03','YYYY-MM-DD');NULL;224667;'No';'No';
4537050;'du73@gmail.com';TO_DATE('2013-09-13','YYYY-MM-DD');TO_DATE('2013-09-20','YYYY-MM-DD');NULL;22765;'No';'No';
5602940;'pivu89@yahoo.com';TO_DATE('2013-06-30','YYYY-MM-DD');TO_DATE('2013-07-12','YYYY-MM-DD');NULL;245087;'No';'No';
9398423;'pi48@yahoo.com';TO_DATE('2013-09-01','YYYY-MM-DD');TO_DATE('2013-09-08','YYYY-MM-DD');NULL;241730;'No';'No';
8766141;'sono28@hotmail.com';TO_DATE('2013-11-26','YYYY-MM-DD');TO_DATE('2013-12-04','YYYY-MM-DD');NULL;74478;'No';'No';
7029626;'di68@yahoo.com';TO_DATE('2013-12-01','YYYY-MM-DD');TO_DATE('2013-12-16','YYYY-MM-DD');TO_DATE('2013-12-11','YYYY-MM-DD');286300;'No';'Si';
8782033;'fo8@uniandes.edu.co';TO_DATE('2013-10-25','YYYY-MM-DD');TO_DATE('2013-11-06','YYYY-MM-DD');TO_DATE('2013-11-02','YYYY-MM-DD');57042;'No';'Si';
7960890;'so15@gmail.com';TO_DATE('2013-06-28','YYYY-MM-DD');TO_DATE('2013-07-11','YYYY-MM-DD');TO_DATE('2013-07-10','YYYY-MM-DD');15379;'No';'Si';
7266084;'le37@uniandes.edu.co';TO_DATE('2013-11-29','YYYY-MM-DD');TO_DATE('2013-12-11','YYYY-MM-DD');TO_DATE('2013-12-12','YYYY-MM-DD');242783;'No';'Si';
8101191;'nuyi78@gmail.com';TO_DATE('2013-08-25','YYYY-MM-DD');TO_DATE('2013-09-08','YYYY-MM-DD');NULL;86328;'No';'No';
7808123;'te88@uniandes.edu.co';TO_DATE('2014-04-18','YYYY-MM-DD');TO_DATE('2014-04-25','YYYY-MM-DD');NULL;271124;'No';'No';
5892071;'curu33@hotmail.com';TO_DATE('2013-09-23','YYYY-MM-DD');TO_DATE('2013-09-30','YYYY-MM-DD');TO_DATE('2013-10-03','YYYY-MM-DD');186582;'No';'Si';
9105973;'ma3@yahoo.com';TO_DATE('2013-04-19','YYYY-MM-DD');TO_DATE('2013-05-03','YYYY-MM-DD');NULL;189523;'No';'No';
8233445;'ve2@gmail.com';TO_DATE('2014-02-16','YYYY-MM-DD');TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-02-27','YYYY-MM-DD');47775;'No';'Si';
5012960;'kiro16@uniandes.edu.co';TO_DATE('2013-04-22','YYYY-MM-DD');TO_DATE('2013-05-06','YYYY-MM-DD');TO_DATE('2013-05-06','YYYY-MM-DD');94365;'No';'Si';
3513644;'zo70@hotmail.com';TO_DATE('2014-04-07','YYYY-MM-DD');TO_DATE('2014-04-14','YYYY-MM-DD');NULL;82244;'No';'No';
4566334;'kuxo24@uniandes.edu.co';TO_DATE('2013-10-18','YYYY-MM-DD');TO_DATE('2013-10-30','YYYY-MM-DD');TO_DATE('2013-10-30','YYYY-MM-DD');154962;'No';'Si';
106857;'meju64@hotmail.com';TO_DATE('2013-10-04','YYYY-MM-DD');TO_DATE('2013-10-12','YYYY-MM-DD');TO_DATE('2013-10-08','YYYY-MM-DD');266154;'No';'Si';
1633900;'miri85@hotmail.com';TO_DATE('2013-08-24','YYYY-MM-DD');TO_DATE('2013-09-01','YYYY-MM-DD');NULL;129864;'No';'No';
9913171;'vu26@yahoo.com';TO_DATE('2013-07-14','YYYY-MM-DD');TO_DATE('2013-07-21','YYYY-MM-DD');TO_DATE('2013-07-24','YYYY-MM-DD');43155;'No';'Si';
453833;'qa19@gmail.com';TO_DATE('2013-07-17','YYYY-MM-DD');TO_DATE('2013-07-24','YYYY-MM-DD');NULL;274527;'Si';'No';
2252995;'doce17@yahoo.com';TO_DATE('2014-02-23','YYYY-MM-DD');TO_DATE('2014-03-09','YYYY-MM-DD');TO_DATE('2014-03-08','YYYY-MM-DD');182467;'No';'Si';
374765;'gagi14@gmail.com';TO_DATE('2013-07-21','YYYY-MM-DD');TO_DATE('2013-07-30','YYYY-MM-DD');NULL;161085;'No';'No';
4988181;'zi5@yahoo.com';TO_DATE('2013-07-12','YYYY-MM-DD');TO_DATE('2013-07-22','YYYY-MM-DD');NULL;276365;'No';'No';
8003417;'ge14@yahoo.com';TO_DATE('2014-01-05','YYYY-MM-DD');TO_DATE('2014-01-14','YYYY-MM-DD');NULL;99081;'No';'No';
4937969;'na37@uniandes.edu.co';TO_DATE('2013-05-16','YYYY-MM-DD');TO_DATE('2013-05-23','YYYY-MM-DD');NULL;145573;'No';'No';
6568980;'ve19@uniandes.edu.co';TO_DATE('2014-01-17','YYYY-MM-DD');TO_DATE('2014-01-26','YYYY-MM-DD');TO_DATE('2014-01-31','YYYY-MM-DD');21568;'No';'Si';
1533419;'mi53@uniandes.edu.co';TO_DATE('2013-07-08','YYYY-MM-DD');TO_DATE('2013-07-18','YYYY-MM-DD');NULL;218615;'No';'No';
8571612;'loya53@uniandes.edu.co';TO_DATE('2013-09-14','YYYY-MM-DD');TO_DATE('2013-09-23','YYYY-MM-DD');TO_DATE('2013-09-25','YYYY-MM-DD');59054;'No';'Si';
1414383;'pivu89@yahoo.com';TO_DATE('2013-10-04','YYYY-MM-DD');TO_DATE('2013-10-12','YYYY-MM-DD');NULL;88476;'Si';'No';
2573391;'su15@uniandes.edu.co';TO_DATE('2013-05-03','YYYY-MM-DD');TO_DATE('2013-05-13','YYYY-MM-DD');NULL;76943;'No';'No';
4158890;'lilo84@gmail.com';TO_DATE('2013-09-28','YYYY-MM-DD');TO_DATE('2013-10-12','YYYY-MM-DD');NULL;267180;'Si';'No';
5709506;'puna74@hotmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_DATE('2014-02-07','YYYY-MM-DD');NULL;208268;'No';'No';
1751820;'xeni19@yahoo.com';TO_DATE('2013-08-21','YYYY-MM-DD');TO_DATE('2013-08-28','YYYY-MM-DD');TO_DATE('2013-08-30','YYYY-MM-DD');217123;'No';'Si';
6207881;'quju35@yahoo.com';TO_DATE('2014-02-18','YYYY-MM-DD');TO_DATE('2014-03-05','YYYY-MM-DD');NULL;45626;'No';'No';
9605160;'xuge46@uniandes.edu.co';TO_DATE('2013-05-13','YYYY-MM-DD');TO_DATE('2013-05-21','YYYY-MM-DD');NULL;182487;'No';'No';
6393393;'va46@gmail.com';TO_DATE('2013-12-18','YYYY-MM-DD');TO_DATE('2013-12-28','YYYY-MM-DD');NULL;192400;'No';'No';
8101733;'mi10@uniandes.edu.co';TO_DATE('2013-06-12','YYYY-MM-DD');TO_DATE('2013-06-24','YYYY-MM-DD');NULL;175763;'Si';'No';
9682738;'bo36@uniandes.edu.co';TO_DATE('2014-04-04','YYYY-MM-DD');TO_DATE('2014-04-13','YYYY-MM-DD');NULL;121100;'No';'No';
1772163;'demu20@hotmail.com';TO_DATE('2013-05-16','YYYY-MM-DD');TO_DATE('2013-05-31','YYYY-MM-DD');TO_DATE('2013-05-27','YYYY-MM-DD');114349;'No';'Si';
8800190;'do98@uniandes.edu.co';TO_DATE('2013-07-27','YYYY-MM-DD');TO_DATE('2013-08-11','YYYY-MM-DD');NULL;294392;'No';'No';
9858094;'fe74@yahoo.com';TO_DATE('2013-12-15','YYYY-MM-DD');TO_DATE('2013-12-27','YYYY-MM-DD');NULL;282399;'Si';'No';
8606417;'ya69@hotmail.com';TO_DATE('2014-03-16','YYYY-MM-DD');TO_DATE('2014-03-31','YYYY-MM-DD');NULL;38915;'No';'No';
4251446;'ni68@yahoo.com';TO_DATE('2013-08-06','YYYY-MM-DD');TO_DATE('2013-08-13','YYYY-MM-DD');TO_DATE('2013-08-11','YYYY-MM-DD');224261;'No';'Si';
1875865;'fi81@uniandes.edu.co';TO_DATE('2013-08-01','YYYY-MM-DD');TO_DATE('2013-08-16','YYYY-MM-DD');NULL;235183;'No';'No';
5667251;'ve64@hotmail.com';TO_DATE('2013-07-07','YYYY-MM-DD');TO_DATE('2013-07-14','YYYY-MM-DD');NULL;221480;'No';'No';
4286603;'jimo35@gmail.com';TO_DATE('2013-11-05','YYYY-MM-DD');TO_DATE('2013-11-12','YYYY-MM-DD');TO_DATE('2013-11-13','YYYY-MM-DD');221628;'No';'Si';
7304300;'co92@gmail.com';TO_DATE('2013-06-03','YYYY-MM-DD');TO_DATE('2013-06-15','YYYY-MM-DD');TO_DATE('2013-06-12','YYYY-MM-DD');46648;'No';'Si';
7098047;'fa87@gmail.com';TO_DATE('2013-09-23','YYYY-MM-DD');TO_DATE('2013-10-06','YYYY-MM-DD');NULL;266255;'Si';'No';
9781205;'wake95@uniandes.edu.co';TO_DATE('2013-10-08','YYYY-MM-DD');TO_DATE('2013-10-23','YYYY-MM-DD');NULL;207426;'No';'No';
9101281;'zu60@hotmail.com';TO_DATE('2013-05-31','YYYY-MM-DD');TO_DATE('2013-06-09','YYYY-MM-DD');NULL;199418;'No';'No';
4992619;'cu76@gmail.com';TO_DATE('2014-01-14','YYYY-MM-DD');TO_DATE('2014-01-22','YYYY-MM-DD');TO_DATE('2014-01-20','YYYY-MM-DD');78957;'No';'Si';
5230631;'nahe30@uniandes.edu.co';TO_DATE('2014-01-24','YYYY-MM-DD');TO_DATE('2014-02-05','YYYY-MM-DD');TO_DATE('2014-02-03','YYYY-MM-DD');248773;'No';'Si';
9974399;'vubu62@yahoo.com';TO_DATE('2013-12-11','YYYY-MM-DD');TO_DATE('2013-12-22','YYYY-MM-DD');NULL;144434;'No';'No';
